seed,epoch,train_loss,val_rmse,val_mae,val_corr,val_confi_rmse,val_confi_mae,val_confi_corr,val_confi_mean,val_y_hat_variance,val_y_hat_confi_variance,lr
0,1,0.966185666296793,1.0078125,0.6055862307548523,0.03238049894571304,0.9099868535995483,0.5714619755744934,0.1179574504494667,0.0009689922444522381,0.022652113810181618,0.016525698825716972,0.00019981253920068581
0,2,0.9551973167968832,1.0062670707702637,0.6022953391075134,0.03386366367340088,1.097187876701355,0.6770589351654053,0.11166520416736603,0.0009689922444522381,0.019223447889089584,0.01991046592593193,0.0001992508966248754
0,3,0.9442688855140106,1.0014026165008545,0.6018698215484619,0.035918161273002625,1.299971103668213,0.7807008028030396,0.07526542246341705,0.0009689922444522381,0.009625054895877838,0.007650190964341164,0.00019831728881922545
0,4,0.9333430107520975,1.0001471042633057,0.599680483341217,0.03926772251725197,1.3816614151000977,0.8691235184669495,0.1194707527756691,0.0009689922444522381,0.007268703542649746,0.021130260080099106,0.00019701540030721995
0,5,0.9279533365498418,1.0010178089141846,0.5986553430557251,0.03954275697469711,1.3595764636993408,0.8741503953933716,0.10171891003847122,0.0009689922444522381,0.009204289875924587,0.01383071206510067,0.00019535036904803958
0,6,0.9248044529686803,0.9997252225875854,0.6003299951553345,0.042429037392139435,1.3354424238204956,0.8020619750022888,0.1239338144659996,0.0009689922444522381,0.006288517266511917,0.024027884006500244,0.00019332876615938386
0,7,0.9034120058235915,1.000350832939148,0.6009172797203064,0.03789995610713959,1.1024540662765503,0.6784442663192749,0.13012900948524475,0.0009689922444522381,0.00696669751778245,0.018439486622810364,0.00019095856998427185
0,8,0.9042481527380322,0.9995760321617126,0.6005105376243591,0.040911126881837845,1.265325665473938,0.8010353446006775,0.13654711842536926,0.0009689922444522381,0.005725420080125332,0.029665959998965263,0.000188249134604167
0,9,0.8816473276718803,0.9994909763336182,0.5994172692298889,0.04039013013243675,0.9172278046607971,0.5703972578048706,0.10867025703191757,0.0009689922444522381,0.005170391872525215,0.02724006213247776,0.00018521115292269142
0,10,0.8810608289811922,0.9997282028198242,0.5986597537994385,0.039072562009096146,1.1384780406951904,0.7220723032951355,0.13343356549739838,0.0009689922444522381,0.00615107174962759,0.03309363126754761,0.00018185661446562
0,11,0.889271758172823,1.0005849599838257,0.5987442135810852,0.03989562392234802,1.2613506317138672,0.7522191405296326,0.1456303745508194,0.0009689922444522381,0.008324689231812954,0.025905083864927292,0.00017819875806369996
0,12,0.8804231720126193,1.0000232458114624,0.5972069501876831,0.03962388634681702,1.0141648054122925,0.6209194660186768,0.11005116254091263,0.0009689922444522381,0.005887920036911964,0.019954273477196693,0.00017425201960503408
0,13,0.8487220892439717,1.0004937648773193,0.6006298065185547,0.04099331423640251,1.1626629829406738,0.7204661965370178,0.15172399580478668,0.0009689922444522381,0.00907991174608469,0.030941365286707878,0.0001700319750632254
0,14,0.8197166155213895,0.9997930526733398,0.5987187623977661,0.03934381902217865,1.21657133102417,0.7419492602348328,0.14333988726139069,0.0009689922444522381,0.006037384271621704,0.03860625624656677,0.0001655552790261255
0,15,0.8182013281013655,0.9995089769363403,0.5987778306007385,0.04135715216398239,1.1813664436340332,0.7260647416114807,0.14854763448238373,0.0009689922444522381,0.0057478961534798145,0.04002843424677849,0.00016083959896778495
0,16,0.8118165349182875,0.9993571639060974,0.599025309085846,0.04111676663160324,1.1275620460510254,0.6830567717552185,0.14316383004188538,0.0009689922444522381,0.005364122334867716,0.034556884318590164,0.00015590354552300466
0,17,0.7816752759010895,0.9990843534469604,0.599702000617981,0.04137725010514259,1.1433888673782349,0.69413161277771,0.14167088270187378,0.0009689922444522381,0.004568623844534159,0.03232458233833313,0.00015076659903966294
0,18,0.8128783476093541,0.999130368232727,0.5995845198631287,0.04303567111492157,1.0845474004745483,0.6775895357131958,0.15464472770690918,0.0009689922444522381,0.005301450379192829,0.03699849918484688,0.0001454490326986819
0,19,0.7682790995939918,0.999165415763855,0.599738359451294,0.04368952289223671,1.1295068264007568,0.6948183178901672,0.1382749229669571,0.0009689922444522381,0.005933339241892099,0.049014683812856674,0.0001399718325050444
0,20,0.7975884390913922,0.9991253018379211,0.6004309058189392,0.043706148862838745,1.161631464958191,0.6982407569885254,0.15071403980255127,0.0009689922444522381,0.005482004955410957,0.02985602244734764,0.00013435661446561999
0,21,0.7699867532305096,0.9988420605659485,0.5991483330726624,0.04516686871647835,1.241420865058899,0.7512074708938599,0.13475961983203888,0.0009689922444522381,0.0046927593648433685,0.026916852220892906,0.0001286255392806612
0,22,0.7857250636038573,0.9988734722137451,0.5990830659866333,0.04495694488286972,1.2507325410842896,0.7444923520088196,0.17298461496829987,0.0009689922444522381,0.004946477245539427,0.03652550280094147,0.00012280122488564387
0,23,0.7405231938413952,0.9987937211990356,0.5992409586906433,0.04604855179786682,1.223945140838623,0.7336519360542297,0.1933891624212265,0.0009689922444522381,0.004751548171043396,0.052321597933769226,0.00011690665718860895
0,24,0.7303545546272526,0.9989544153213501,0.5992043018341064,0.04628540575504303,1.2141168117523193,0.7105056643486023,0.19104044139385223,0.0009689922444522381,0.005794007331132889,0.05382092297077179,0.0001109650993552848
