날짜,시가,고가,저가,종가,거래량,predictable
2016-11-01,3390.0,3390.0,3390.0,3390.0,69806.0,1
2016-11-02,3515.0,3515.0,3515.0,3515.0,83497.0,1
2016-11-03,3335.0,3335.0,3335.0,3335.0,27015.0,1
2016-11-04,3395.0,3395.0,3395.0,3395.0,75044.0,1
2016-11-07,3420.0,3420.0,3420.0,3420.0,49410.0,1
2016-11-08,3585.0,3585.0,3585.0,3585.0,20388.0,1
2016-11-09,3560.0,3560.0,3560.0,3560.0,84761.0,1
2016-11-10,3400.0,3400.0,3400.0,3400.0,29353.0,1
2016-11-11,3485.0,3485.0,3485.0,3485.0,27216.0,1
2016-11-14,3540.0,3540.0,3540.0,3540.0,42200.0,1
2016-11-15,3415.0,3415.0,3415.0,3415.0,49883.0,1
2016-11-16,3485.0,3485.0,3485.0,3485.0,14087.0,1
2016-11-17,3525.0,3525.0,3525.0,3525.0,25887.0,1
2016-11-18,3500.0,3500.0,3500.0,3500.0,39168.0,1
2016-11-21,3460.0,3460.0,3460.0,3460.0,17066.0,1
2016-11-22,3385.0,3385.0,3385.0,3385.0,52591.0,1
2016-11-23,3495.0,3495.0,3495.0,3495.0,51538.0,1
2016-11-24,3365.0,3365.0,3365.0,3365.0,32504.0,1
2016-11-25,3370.0,3370.0,3370.0,3370.0,30046.0,1
2016-11-28,3295.0,3295.0,3295.0,3295.0,13609.0,1
2016-11-29,3405.0,3405.0,3405.0,3405.0,12127.0,1
2016-11-30,3405.0,3405.0,3405.0,3405.0,18338.0,1
2016-12-01,3365.0,3365.0,3365.0,3365.0,16831.0,1
2016-12-02,3370.0,3370.0,3370.0,3370.0,26100.0,1
2016-12-05,3275.0,3275.0,3275.0,3275.0,31650.0,1
2016-12-06,3140.0,3140.0,3140.0,3140.0,21724.0,1
2016-12-07,3145.0,3145.0,3145.0,3145.0,12446.0,1
2016-12-08,3185.0,3185.0,3185.0,3185.0,15612.0,1
2016-12-09,3280.0,3280.0,3280.0,3280.0,13630.0,1
