날짜,시가,고가,저가,종가,거래량,predictable
2016-11-01,202000.0,207000,201500,206000,23610.0,1
2016-11-02,208500.0,208500,200000,201000,45402.0,1
2016-11-03,200000.0,204500,195500,204000,38157.0,1
2016-11-04,204000.0,206500,202000,206000,26676.0,1
2016-11-07,207500.0,207500,201000,203000,20630.0,1
2016-11-08,204000.0,204000,197000,199500,36915.0,1
2016-11-09,199500.0,200000,191000,196500,45252.0,1
2016-11-10,198500.0,199000,195000,197500,43168.0,1
2016-11-11,198000.0,198500,189000,190500,65169.0,1
2016-11-14,190000.0,191500,187500,190500,42664.0,1
2016-11-15,190500.0,191000,188000,188500,36738.0,1
2016-11-16,190000.0,192500,188500,190500,39736.0,1
2016-11-17,190000.0,190500,187000,187500,52912.0,1
2016-11-18,188000.0,193000,186500,193000,31169.0,1
2016-11-21,195000.0,195000,191500,194500,54916.0,1
2016-11-22,196000.0,199000,192000,197000,54825.0,1
2016-11-23,194000.0,197000,193000,193500,30931.0,1
2016-11-24,192500.0,195000,191500,194000,42376.0,1
2016-11-25,195000.0,195000,188500,189000,38574.0,1
2016-11-28,189000.0,190000,186500,187000,45400.0,1
2016-11-29,187000.0,188000,184000,185000,41931.0,1
2016-11-30,187000.0,187000,182500,184000,109628.0,1
2016-12-01,184500.0,185000,178000,178000,45065.0,1
2016-12-02,178500.0,180500,173000,178500,47063.0,1
2016-12-05,178500.0,183500,176500,182000,37562.0,1
2016-12-06,184000.0,184000,179000,181500,41957.0,1
2016-12-07,183000.0,184500,179000,184500,35285.0,1
2016-12-08,185000.0,188000,182000,188000,46031.0,1
2016-12-09,188000.0,188000,185000,186500,36944.0,1
2016-12-12,188000.0,188000,182000,182000,19204.0,1
2016-12-13,182500.0,183500,182000,182500,18020.0,1
2016-12-14,183000.0,184000,181500,182500,19280.0,1
2016-12-15,181000.0,184000,181000,182500,22494.0,1
2016-12-16,182500.0,183000,179000,180000,34748.0,1
2016-12-19,180500.0,181000,178500,179000,17186.0,1
2016-12-20,179500.0,180500,178500,179500,18436.0,1
2016-12-21,179000.0,180000,177000,178000,27061.0,1
2016-12-22,178000.0,179000,176000,178500,24515.0,1
2016-12-23,177500.0,181000,176500,179500,17325.0,1
2016-12-26,179500.0,181000,175500,177000,29721.0,1
2016-12-27,178500.0,179500,175500,177000,31421.0,1
2016-12-28,176000.0,177500,174500,175500,26775.0,1
2016-12-29,176000.0,179500,174000,179000,26928.0,1
2017-01-02,177500.0,180500,177500,179500,22044.0,1
2017-01-03,179500.0,181000,176000,176500,35591.0,1
2017-01-04,176500.0,178000,174000,175500,45309.0,1
2017-01-05,176000.0,176000,173500,175500,44590.0,1
2017-01-06,175500.0,177500,174000,177500,25870.0,1
2017-01-09,176000.0,177500,171000,171500,49083.0,1
2017-01-10,171500.0,171500,166000,168000,65054.0,1
2017-01-11,167500.0,171000,165000,165500,58968.0,1
2017-01-12,164500.0,167000,163500,164000,72573.0,1
2017-01-13,163500.0,166000,163000,164000,51458.0,1
2017-01-16,165500.0,169500,165000,166500,66794.0,1
2017-01-17,167000.0,168500,166000,167000,35536.0,1
2017-01-18,169000.0,169000,166500,166500,40507.0,1
2017-01-19,166500.0,171000,166500,169500,70843.0,1
2017-01-20,169500.0,174000,169500,170500,70772.0,1
2017-01-23,171500.0,173000,169500,172000,41699.0,1
2017-01-24,173000.0,173000,167000,167000,54346.0,1
2017-01-25,167500.0,168000,163500,165500,34161.0,1
2017-01-26,165500.0,166000,161000,162500,58802.0,1
2017-01-31,161000.0,163000,160500,163000,30339.0,1
2017-02-01,163500.0,163500,159000,160000,51618.0,1
2017-02-02,160000.0,161000,155000,155500,87857.0,1
2017-02-03,155000.0,157500,155000,155500,55625.0,1
2017-02-06,157000.0,159000,155500,158500,35982.0,1
2017-02-07,159500.0,159500,157000,158000,45619.0,1
2017-02-08,158000.0,159500,156000,158500,50215.0,1
2017-02-09,159000.0,160500,156500,159500,66218.0,1
2017-02-10,161000.0,161000,156000,156500,55507.0,1
2017-02-13,157500.0,158000,155000,156000,46005.0,1
2017-02-14,157000.0,157500,155000,156500,42715.0,1
2017-02-15,157500.0,169500,157000,169000,190723.0,1
2017-02-16,169500.0,171000,166500,170500,98341.0,1
2017-02-17,169000.0,169500,166000,168000,49831.0,1
2017-02-20,167000.0,168000,166000,167500,26956.0,1
2017-02-21,167500.0,169000,164500,168500,57179.0,1
2017-02-22,167000.0,170000,166000,170000,49957.0,1
2017-02-23,170500.0,170500,167500,169000,38626.0,1
2017-02-24,169000.0,169500,167000,169500,29537.0,1
2017-02-27,171000.0,171000,168500,171000,30973.0,1
2017-02-28,171000.0,172500,166500,172500,55009.0,1
2017-03-02,173500.0,174500,169000,171000,52849.0,1
2017-03-03,170000.0,170000,165500,166000,48451.0,1
2017-03-06,166000.0,166000,157500,163000,82223.0,1
2017-03-07,163500.0,164000,160500,161000,43813.0,1
2017-03-08,163000.0,169000,163000,167000,58172.0,1
2017-03-09,167000.0,167000,164500,166000,31916.0,1
2017-03-10,165000.0,166000,162500,165500,36551.0,1
2017-03-13,165000.0,168500,163500,167500,40232.0,1
2017-03-14,167500.0,167500,163500,164000,35143.0,1
2017-03-15,164000.0,164500,162000,163500,20492.0,1
2017-03-16,162500.0,166500,161500,164000,32417.0,1
2017-03-17,164500.0,164500,162000,164500,21638.0,1
2017-03-20,163500.0,165000,162000,162500,13824.0,1
2017-03-21,164000.0,166000,163000,164000,27045.0,1
2017-03-22,164500.0,165500,158500,160000,46552.0,1
2017-03-23,161000.0,166000,160000,165500,43260.0,1
2017-03-24,166000.0,172500,165500,171000,79115.0,1
2017-03-27,172000.0,174000,167000,168000,41259.0,1
2017-03-28,169000.0,170000,168000,170000,24696.0,1
2017-03-29,171000.0,173000,168500,169000,33408.0,1
2017-03-30,169000.0,169000,165500,168000,28636.0,1
2017-03-31,167500.0,167500,165500,166500,23697.0,1
2017-04-03,165500.0,167500,164000,167000,31550.0,1
2017-04-04,166000.0,166500,162500,164000,46696.0,1
2017-04-05,164000.0,164000,160000,161000,59777.0,1
2017-04-06,161000.0,162500,159000,161000,53483.0,1
2017-04-07,162000.0,163000,161000,162000,20946.0,1
2017-04-10,161500.0,162000,159000,160000,20042.0,1
2017-04-11,159000.0,160500,158000,159500,22295.0,1
2017-04-12,160000.0,160500,158000,160000,31202.0,1
2017-04-13,160500.0,161500,158500,160500,27765.0,1
2017-04-14,160000.0,160000,158000,158000,24906.0,1
2017-04-17,159500.0,162000,158500,161500,23851.0,1
2017-04-18,162500.0,162500,160000,160000,25136.0,1
2017-04-19,159500.0,161000,159000,160000,26534.0,1
2017-04-20,160000.0,161500,159000,160000,80220.0,1
2017-04-21,160500.0,170000,160500,169500,107319.0,1
2017-04-24,169000.0,173000,167500,170000,61925.0,1
2017-04-25,170500.0,171000,169000,170500,32699.0,1
2017-04-26,171000.0,171000,165000,166500,93115.0,1
2017-04-27,167500.0,169000,165500,166500,39983.0,1
2017-04-28,165000.0,167500,165000,166500,30029.0,1
2017-05-02,166500.0,169500,166500,168000,48300.0,1
2017-05-04,167000.0,171000,167000,168000,41962.0,1
2017-05-08,168500.0,172000,167500,172000,62651.0,1
2017-05-10,172000.0,179000,171500,178500,133117.0,1
2017-05-11,178500.0,184000,175000,184000,148838.0,1
2017-05-12,183000.0,183000,177000,178500,57388.0,1
2017-05-15,178500.0,179500,176000,176500,40147.0,1
2017-05-16,178000.0,184000,177000,179500,102999.0,1
2017-05-17,180000.0,180500,176500,178000,87196.0,1
2017-05-18,178000.0,179000,175000,176500,34509.0,1
2017-05-19,178500.0,180000,176500,179000,32490.0,1
2017-05-22,180000.0,182000,179000,180500,40295.0,1
2017-05-23,180500.0,182000,178500,180500,41470.0,1
2017-05-24,181500.0,183000,180500,181000,41072.0,1
2017-05-25,181000.0,186000,180500,186000,102245.0,1
2017-05-26,187500.0,192000,187500,192000,105260.0,1
2017-05-29,190500.0,191500,186500,186500,53749.0,1
2017-05-30,187000.0,190000,186500,188000,31718.0,1
2017-05-31,188000.0,193000,186500,192500,111185.0,1
2017-06-01,192500.0,192500,188500,192000,53189.0,1
2017-06-02,192000.0,199500,192000,199500,76373.0,1
2017-06-05,199500.0,199500,196000,198500,35346.0,1
2017-06-07,196000.0,200000,195500,197500,41672.0,1
2017-06-08,199000.0,199000,193500,195500,51295.0,1
2017-06-09,196000.0,196500,193000,196000,21010.0,1
2017-06-12,194500.0,197000,190500,192500,29180.0,1
2017-06-13,192000.0,197000,192000,197000,25555.0,1
2017-06-14,195000.0,197000,193000,194000,25927.0,1
2017-06-15,192000.0,196000,191500,193500,22746.0,1
2017-06-16,193000.0,194000,192000,193500,24957.0,1
2017-06-19,192500.0,195000,189500,191000,19330.0,1
2017-06-20,189500.0,191000,185500,186500,47872.0,1
2017-06-21,187000.0,190500,184500,189500,31201.0,1
2017-06-22,188000.0,189000,184000,186500,35468.0,1
2017-06-23,188500.0,189000,185000,188000,27111.0,1
2017-06-26,189500.0,191500,186000,188000,46891.0,1
2017-06-27,186500.0,187500,182000,182000,45776.0,1
2017-06-28,182500.0,182500,181500,182000,24156.0,1
2017-06-29,182500.0,182500,178500,179000,51327.0,1
2017-06-30,179500.0,181000,179000,180500,42052.0,1
2017-07-03,181500.0,183000,180500,182500,41557.0,1
2017-07-04,182500.0,182500,179500,181500,18108.0,1
2017-07-05,179500.0,181500,179000,180000,19982.0,1
2017-07-06,180000.0,183500,179500,180000,30196.0,1
2017-07-07,179000.0,184500,178500,181000,41749.0,1
2017-07-10,180000.0,181500,178000,178500,32131.0,1
2017-07-11,178500.0,180000,178000,178500,16605.0,1
2017-07-12,178500.0,180500,178500,179000,25782.0,1
2017-07-13,180500.0,180500,178500,178500,41583.0,1
2017-07-14,179000.0,182000,178000,180000,40459.0,1
2017-07-17,181500.0,184500,179500,180000,34357.0,1
2017-07-18,181500.0,184000,180000,184000,38709.0,1
2017-07-19,185000.0,185000,180000,181000,45078.0,1
2017-07-20,181500.0,181500,177500,178500,59473.0,1
2017-07-21,178000.0,179000,175500,176000,40432.0,1
2017-07-24,177500.0,180500,177000,179500,18777.0,1
2017-07-25,180000.0,181000,178500,180000,23422.0,1
2017-07-26,181500.0,181500,180000,181000,24218.0,1
2017-07-27,181500.0,183500,180500,183500,26063.0,1
2017-07-28,182000.0,185000,182000,184000,36922.0,1
2017-07-31,185500.0,188000,184000,186500,32315.0,1
2017-08-01,186500.0,187000,182500,183500,33147.0,1
2017-08-02,183000.0,183500,180500,181000,31981.0,1
2017-08-03,181000.0,182500,178500,182000,39088.0,1
2017-08-04,182000.0,186500,182000,185000,49315.0,1
2017-08-07,185500.0,185500,178000,180000,80388.0,1
2017-08-08,179000.0,181000,171000,172000,146438.0,1
2017-08-09,170000.0,173500,170000,171000,38455.0,1
2017-08-10,171000.0,174000,170500,174000,30575.0,1
2017-08-11,170500.0,173500,167500,168500,37694.0,1
2017-08-14,168500.0,171000,168500,169000,15011.0,1
2017-08-16,170500.0,172000,169000,169500,23765.0,1
2017-08-17,169000.0,172000,168500,171500,28040.0,1
2017-08-18,170000.0,171500,169500,170000,20917.0,1
2017-08-21,169500.0,170000,167000,168500,24898.0,1
2017-08-22,169000.0,170500,168000,168500,15810.0,1
2017-08-23,168000.0,169500,166500,167500,23884.0,1
2017-08-24,167000.0,168500,166500,167000,19803.0,1
2017-08-25,167000.0,167000,164000,165500,39943.0,1
2017-08-28,165500.0,168000,165000,167000,29786.0,1
2017-08-29,167500.0,167500,164000,166500,28460.0,1
2017-08-30,165000.0,170000,165000,170000,28714.0,1
2017-08-31,169500.0,170500,168000,169000,18002.0,1
2017-09-01,168500.0,168500,165500,166000,20090.0,1
2017-09-04,164500.0,166000,164500,165000,21247.0,1
2017-09-05,165500.0,167000,165000,166500,13130.0,1
2017-09-06,166500.0,166500,165000,166000,38215.0,1
2017-09-07,167000.0,168000,165500,166500,12030.0,1
2017-09-08,167500.0,168000,165000,166000,13459.0,1
2017-09-11,167000.0,171000,166500,167500,41196.0,1
2017-09-12,168500.0,170000,165500,166000,23331.0,1
2017-09-13,166000.0,166500,163500,164500,26990.0,1
2017-09-14,163500.0,165000,162000,163500,33516.0,1
2017-09-15,164000.0,164500,161500,162500,42270.0,1
2017-09-18,162500.0,162500,161000,161500,35512.0,1
2017-09-19,161000.0,162500,161000,162000,25542.0,1
2017-09-20,162500.0,163000,159000,159500,32075.0,1
2017-09-21,159500.0,160500,156500,157000,51155.0,1
2017-09-22,156000.0,159000,156000,157000,36872.0,1
2017-09-25,157500.0,158000,150500,152000,66749.0,1
2017-09-26,152000.0,154500,151000,154000,59540.0,1
2017-09-27,155000.0,160000,154500,160000,72153.0,1
2017-09-28,160000.0,161000,157000,160000,39601.0,1
2017-09-29,161000.0,163500,160000,163500,37193.0,1
2017-10-10,163500.0,168000,163500,166500,50431.0,1
2017-10-11,165000.0,167000,164000,166500,87197.0,1
2017-10-12,165500.0,166000,164500,165500,28296.0,1
2017-10-13,164500.0,165500,161500,164000,35224.0,1
2017-10-16,164000.0,165000,162000,164000,19888.0,1
