날짜,시가,고가,저가,종가,거래량,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체,predictable
2016-11-01,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-02,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-03,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-04,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-07,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-08,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-09,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-10,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-11,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-14,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-15,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-16,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-17,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-18,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-21,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-22,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-23,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-24,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-25,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-28,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-29,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-30,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-01,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-02,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-05,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-06,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-07,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-08,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-09,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-12,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-13,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-14,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-15,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-16,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-19,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-20,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-21,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-22,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-23,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-26,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-27,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-28,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-29,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-02,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-03,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-04,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-05,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-06,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-09,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-10,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-11,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-12,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-13,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-16,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-17,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-18,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-19,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-20,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-23,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-24,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-25,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-26,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-31,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-01,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-02,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-03,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-06,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-07,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-08,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-09,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-10,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-13,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-14,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-15,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-16,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-17,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-20,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-21,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-22,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-23,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-24,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-27,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-28,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-02,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-03,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-06,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-07,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-08,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-09,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-10,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-13,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-14,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-15,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-16,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-17,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-20,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-21,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-22,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-23,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-24,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-27,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-28,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-29,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-30,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-31,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-04-03,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-04-04,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-04-05,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-04-06,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-04-07,14500.0,14500.0,14500.0,14500.0,1774104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
