날짜,시가,고가,저가,종가,거래량,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체,predictable
2016-11-01,202500.0,215000.0,202500.0,209000.0,45972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-02,209000.0,213500.0,205500.0,207000.0,25361.0,3228579000.0,0.0,2479080000.0,3941603600.0,2266044400.0,204663000.0,5049676000.0,2128879000.0,9649263000.0,1
2016-11-03,206500.0,209000.0,204000.0,205500.0,28090.0,1795139000.0,0.0,1175666000.0,2306763000.0,1683871500.0,274180000.0,2054234500.0,1265282000.0,5277568000.0,1
2016-11-04,204000.0,205000.0,201000.0,202000.0,26458.0,1054923000.0,41305500.0,3211467500.0,1489780500.0,2421943600.0,85914000.0,1360588000.0,1929031000.0,5797476400.0,1
2016-11-07,203500.0,204500.0,199500.0,201000.0,34188.0,1248923500.0,81203000.0,3256003000.0,759254000.0,2078561000.0,90737500.0,1378457000.0,1797628000.0,5345383400.0,1
2016-11-08,203500.0,204000.0,200500.0,203500.0,27711.0,1451583500.0,70464500.0,4396875000.0,959583000.0,2376827400.0,3425500.0,2761509000.0,1736743600.0,6878505500.0,1
2016-11-09,204500.0,205500.0,192000.0,197500.0,59314.0,2346952000.0,66650500.0,2070411000.0,1111101000.0,2324209400.0,0.0,2368164000.0,902741000.0,5595114500.0,1
2016-11-10,200000.0,206000.0,199000.0,206000.0,54260.0,3933714000.0,20000000.0,5274720000.0,2502996000.0,2311842000.0,24532500.0,5800381000.0,3594674400.0,11731430000.0,1
2016-11-11,206500.0,206500.0,200500.0,204500.0,31641.0,5648511500.0,42694500.0,3448498000.0,1873761000.0,5084817400.0,1636000.0,4644485600.0,1282526000.0,11013465000.0,1
2016-11-14,204500.0,225500.0,204500.0,225000.0,106862.0,3849078500.0,3074500.0,1883234600.0,730688500.0,1350545000.0,0.0,2971822600.0,2143708500.0,6466076000.0,1
2016-11-15,224500.0,226000.0,219000.0,222000.0,45654.0,9488368000.0,217300500.0,6568881000.0,7168351700.0,3377754600.0,339475000.0,16916955000.0,2808716000.0,23442900000.0,1
2016-11-16,224000.0,230000.0,220000.0,228000.0,71173.0,5463756300.0,0.0,3347882000.0,1392299000.0,1307572000.0,101006000.0,3944675600.0,4850684000.0,10203938000.0,1
2016-11-17,227500.0,227500.0,223000.0,223000.0,23455.0,10095581000.0,99329000.0,3796966400.0,2047056500.0,4360847000.0,2007000.0,6385624000.0,5290455000.0,16038934000.0,1
