날짜,시가,고가,저가,종가,거래량,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체,predictable
2016-11-01,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-02,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-03,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-04,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-07,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-08,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-09,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-10,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-11,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-14,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-15,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-16,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-17,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-18,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
2016-11-21,3453.0,3453.0,3453.0,3453.0,2385.0,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0,0
