날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2013-10-24,,,,,,,0,0,191596950,55606650,0,4670000,164724200,77809400,247203600
2013-10-25,,,,,,,0,0,248986580,62387250,0,0,257531880,53841950,311373830
2013-10-28,,,,,,,0,0,5374513750,104548450,644938100,480385950,4220241650,133496500,5479062200
2013-10-29,,,,,,,23230350,0,1456137600,13809100,326968150,51806500,1054838800,59563600,1493177050
2013-10-30,,,,,,,24477950,0,2785237260,80143900,173257100,52046850,2583464710,81090450,2889859110
2013-10-31,,,,,,,0,11161700,1535573700,40792950,131871350,59476300,1350024950,46155750,1587528350
2013-11-01,,,,,,,0,0,1289592640,52094550,134006700,59254300,1118510790,29915400,1341687190
2013-11-04,,,,,,,7063200,0,937811020,56875200,25850,0,964358770,37364800,1001749420
2013-11-05,,,,,,,26050,21462000,593102040,79763300,0,0,669331090,25022300,694353390
2013-11-06,,,,,,,0,5200000,1543175360,153240250,0,61174900,1572705660,67735050,1701615610
2013-11-07,,,,,,,0,3599600,1447180600,11137000,67292850,6243050,1278148200,110233100,1461917200
2013-11-08,,,,,,,0,0,822721540,65900600,31355100,0,764336690,92930350,888622140
2013-11-11,,,,,,,0,74374900,1077172185,25968550,0,0,1130974585,46541050,1177515635
2013-11-12,,,,,,,0,0,448937325,88131700,0,0,458749325,78319700,537069025
2013-11-13,,,,,,,0,0,495316760,67955750,0,0,541593610,21678900,563272510
2013-11-14,,,,,,,0,2435000,866411660,113783700,7440,0,941201770,41421150,982630360
2013-11-15,,,,,,,0,29893350,559495030,29500800,0,0,581579780,37309400,618889180
2013-11-18,,,,,,,0,7305000,408089870,73789500,0,0,479940820,9243550,489184370
2013-11-19,,,,,,,0,45275050,993939590,65377800,236416300,0,813547390,54628750,1104592440
2013-11-20,,,,,,,0,0,641795255,43653550,0,0,610391505,75057300,685448805
2013-11-21,,,,,,,69866550,0,244393660,66453150,0,0,372066810,8646550,380713360
2013-11-22,,,,,,,0,0,275986720,59757450,0,0,208371220,127372950,335744170
2013-11-25,,,,,,,0,0,304430650,42848500,0,0,344576100,2703050,347279150
2013-11-26,,,,,,,0,2299800,579671860,13583130,0,37445400,511624190,46485200,595554790
2013-11-27,,,,,,,86947450,0,197692800,20331000,0,0,304085850,885400,304971250
2013-11-28,,,,,,,206953350,14596950,865778585,48819900,23650,103334000,997244585,35546550,1136148785
2013-11-29,,,,,,,118702000,0,619935680,19627500,0,0,722613580,35651600,758265180
2013-12-02,,,,,,,79196300,0,601922545,0,48735700,0,556459195,75923950,681118845
2013-12-03,,,,,,,0,0,589117205,0,0,0,520435705,68681500,589117205
2013-12-04,2350.0,2405.0,2325.0,2385.0,190810.0,,0,0,427168500,22014800,0,0,430879500,18303800,449183300
2013-12-05,2385.0,2385.0,2340.0,2370.0,99477.0,-0.628930817610063,0,0,234009765,0,0,2345100,185373715,46290950,234009765
2013-12-06,2355.0,2355.0,2270.0,2310.0,578775.0,-2.5316455696202533,54477850,0,1266941550,12141950,312949600,0,955469450,65142300,1333561350
2013-12-09,2315.0,2350.0,2310.0,2320.0,102647.0,0.4329004329004329,29492800,2330000,200193740,7068950,0,0,235176490,3909000,239085490
2013-12-10,2320.0,2325.0,2260.0,2290.0,194085.0,-1.293103448275862,0,0,431931080,12885300,17840100,0,371907530,55068750,444816380
2013-12-11,2270.0,2285.0,2215.0,2235.0,294477.0,-2.4017467248908297,0,0,634826795,28511100,237001600,0,398387345,27948950,663337895
2013-12-12,2210.0,2240.0,2175.0,2225.0,263071.0,-0.44742729306487694,0,0,530277745,49973200,220613550,0,340097995,19539400,580250945
2013-12-13,2225.0,2225.0,2185.0,2200.0,185274.0,-1.1235955056179776,1585300,0,395894005,10068300,219745150,0,136155055,51647400,407547605
2013-12-16,2200.0,2210.0,2075.0,2075.0,404186.0,-5.681818181818182,0,4273800,837642310,21968850,216950350,0,612120460,34814150,863884960
2013-12-17,2065.0,2135.0,2055.0,2085.0,366300.0,0.48192771084337355,0,0,692885300,70832500,225384535,0,527886165,10447100,763717800
2013-12-18,2085.0,2155.0,2080.0,2150.0,238010.0,3.117505995203837,0,32086900,426139150,45735150,150628350,16179000,314303650,22850200,503961200
2013-12-19,2160.0,2170.0,2085.0,2120.0,213228.0,-1.3953488372093024,170024850,0,277376190,4495800,158441450,0,260632090,32823300,451896840
2013-12-20,2120.0,2135.0,2100.0,2115.0,69439.0,-0.2358490566037736,21150000,0,111667530,13747900,0,2939850,137260430,6365150,146565430
