날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2019-10-18,3456,4492,3456,4492,447,,0.0,0.0,1825080.0,0.0,0.0,0.0,1825080.0,0.0,1825080.0
2019-10-21,5838,5838,5838,5838,135,29.96438112199466,0.0,0.0,789930.0,0.0,0.0,0.0,789930.0,0.0,789930.0
2019-10-22,7580,7580,7580,7581,14,29.856115107913666,0.0,0.0,109620.0,0.0,0.0,0.0,109620.0,0.0,109620.0
2019-10-23,9827,9827,9827,9827,282,29.626698324759264,0.0,0.0,2770950.0,0.0,0.0,0.0,2770950.0,0.0,2770950.0
2019-10-24,12731,12731,12731,12732,314,29.56141243512771,0.0,0.0,3997600.0,0.0,0.0,0.0,3997600.0,0.0,3997600.0
2019-10-25,16507,16507,16507,16508,303,29.657555765001568,0.0,0.0,4995650.0,0.0,0.0,0.0,4995650.0,0.0,4995650.0
2019-10-28,0,0,0,16508,0,0.0,,,,,,,,,
2019-10-29,21445,21445,21445,21445,702,29.906711897261935,0.0,0.0,15062000.0,0.0,0.0,0.0,15062000.0,0.0,15062000.0
2019-10-30,27496,27835,20380,27835,549739,29.79715551410585,9947500.0,5566000.0,13939189900.0,30477200.0,98073050.0,727500.0,13857664000.0,28716050.0,13985180600.0
2019-10-31,0,0,0,27835,0,0.0,,,,,,,,,
2019-11-01,30207,35241,28416,32918,496435,18.26118196515179,0.0,504000.0,15983218400.0,46665050.0,0.0,3670250.0,15995276800.0,31440400.0,16030387450.0
2019-11-04,34176,35629,27447,27448,359431,-16.617048423355,0.0,16451000.0,11025760550.0,26753900.0,56763150.0,4450000.0,10994638100.0,13114200.0,11068965450.0
2019-11-05,26237,26673,21445,22268,301537,-18.872048965316235,0.0,11457850.0,7022782450.0,38089500.0,0.0,11866600.0,7054359300.0,6103900.0,7072329800.0
2019-11-06,22074,25075,20670,23236,313936,4.347045087120532,0.0,0.0,7078226450.0,48237500.0,0.0,6598400.0,7044626200.0,75239350.0,7126463950.0
2019-11-07,22800,22800,19605,20671,141094,-11.038905147185401,0.0,6549500.0,2950951700.0,618200.0,0.0,6353000.0,2951545900.0,220500.0,2958119400.0
