날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2013-10-24,,,,,,,128815400,0,179389750,2181200,16654600,0,258094550,35637200,310386350
2013-10-25,,,,,,,0,368750,117349700,21409800,19342900,2062500,108041550,9681300,139128250
2013-10-28,,,,,,,2600300,39128000,207688160,19436600,19005020,19065200,222908440,7874400,268853060
2013-10-29,,,,,,,2386800,5626400,296294210,45475300,17921700,12180000,312729610,6951400,349782710
2013-10-30,,,,,,,125230600,122400,120677300,20203500,0,18186800,236422500,11624500,266233800
2013-10-31,,,,,,,128359800,0,114778010,1860500,1385800,0,200296310,43316200,244998310
2013-11-01,,,,,,,10062300,0,101607750,3003200,2895700,0,91611550,20166000,114673250
2013-11-04,,,,,,,67563700,0,68501950,1438100,1565000,0,114395150,21543600,137503750
2013-11-05,,,,,,,77785500,0,54283230,821500,0,5372000,103027330,24490900,132890230
2013-11-06,,,,,,,83890700,0,134414250,0,3981900,16332580,177110070,20880400,218304950
2013-11-07,,,,,,,60491800,0,108823360,2085300,1439800,2536000,153853760,13570900,171400460
2013-11-08,,,,,,,55434900,0,72328060,44497800,0,0,103144660,69116100,172260760
2013-11-11,,,,,,,67832400,0,88537140,1857000,12380,0,138756860,19457300,158226540
2013-11-12,,,,,,,126142700,0,99639680,5809000,5985900,0,176071880,49533600,231591380
2013-11-13,,,,,,,66942700,10831600,76020270,47034700,21267500,2620400,129073270,47868100,200829270
2013-11-14,,,,,,,53867600,10259200,72615810,43217800,2048000,14754000,132474710,30683700,179960410
2013-11-15,,,,,,,133476700,0,202254300,4636200,897300,6370700,311403900,21695300,340367200
2013-11-18,,,,,,,275137700,92214000,478254990,23777400,0,33016100,797002490,39365500,869384090
2013-11-19,,,,,,,122115400,150130900,331637980,27397500,70388120,6670000,514268760,39954900,631281780
2013-11-20,,,,,,,251929140,61757400,206463700,3575000,678300,0,512702840,10344100,523725240
2013-11-21,,,,,,,161991800,54870900,188343000,11128600,0,6750000,374052100,35532200,416334300
2013-11-22,,,,,,,22456900,0,222407720,6563700,0,8987000,224342520,18098800,251428320
2013-11-25,,,,,,,3407800,0,230329600,51033300,37527900,17020000,216428700,13794100,284770700
2013-11-26,,,,,,,3074200,0,277134980,3828100,27234300,0,231376780,25426200,284037280
2013-11-27,,,,,,,40311000,0,132645910,10924500,25867400,3340000,148610210,6063800,183881410
2013-11-28,,,,,,,52864400,0,252279500,65929000,0,0,369483300,1589600,371072900
2013-11-29,,,,,,,62429800,0,88472800,8577800,2747000,0,148162000,8571400,159480400
2013-12-02,,,,,,,56337200,0,378511980,411546700,1444500,0,798536980,46414400,846395880
2013-12-03,,,,,,,65551100,90853100,181989450,146929100,105431400,0,305215850,74675500,485322750
2013-12-04,6870.0,6900.0,6770.0,6850.0,31741.0,,20312000,11951000,134774250,50054000,0,0,178395450,38695800,217091250
2013-12-05,6760.0,6940.0,6750.0,6900.0,51906.0,0.7299270072992701,61957500,1654600,247442600,44015100,0,0,303310500,51759300,355069800
2013-12-06,6850.0,6950.0,6850.0,6930.0,51042.0,0.43478260869565216,124979700,0,125649660,102403400,0,0,264134900,88897860,353032760
2013-12-09,6970.0,7000.0,6860.0,6920.0,67720.0,-0.1443001443001443,75858100,0,285604000,108367900,0,0,394781600,75048400,469830000
2013-12-10,6970.0,6970.0,6830.0,6950.0,45510.0,0.4335260115606936,189143400,8514200,82604790,35255600,0,0,297405690,18112300,315517990
2013-12-11,6950.0,7100.0,6950.0,7030.0,84625.0,1.1510791366906474,227458500,0,259890610,109698200,0,12744000,483208910,101094400,597047310
2013-12-12,7030.0,7190.0,7000.0,7180.0,87614.0,2.1337126600284493,175946800,0,240384520,210024900,0,0,602791320,23564900,626356220
2013-12-13,7240.0,7310.0,7190.0,7200.0,108341.0,0.2785515320334262,399515400,36160000,214601800,133214300,360653800,0,378092100,44745600,783491500
2013-12-16,7280.0,7280.0,7120.0,7150.0,66563.0,-0.6944444444444444,91863300,0,117842800,269914800,129076200,0,317275300,33269400,479620900
2013-12-17,7150.0,7250.0,7030.0,7030.0,46613.0,-1.6783216783216783,15632200,0,221705080,93512100,69192500,0,237494680,24162200,330849380
2013-12-18,7050.0,7120.0,6840.0,6880.0,70970.0,-2.1337126600284493,50077400,0,282384500,160667800,42331200,20451400,311281900,119065200,493129700
2013-12-19,6900.0,7020.0,6880.0,6970.0,35350.0,1.308139534883721,1454300,0,145053800,98605700,77934590,0,149755110,17424100,245113800
2013-12-20,7000.0,7080.0,6950.0,7040.0,18941.0,1.0043041606886656,14355900,0,62224640,56499800,5900700,0,115199740,11979900,133080340
2013-12-23,7040.0,7100.0,6950.0,7040.0,29665.0,0.0,82112100,14054500,94320200,18181700,50971720,557600,143769980,13369200,208668500
2013-12-24,7080.0,7080.0,6940.0,7050.0,43695.0,0.14204545454545456,42523000,0,166873350,96776700,119034200,0,171500750,15638100,306173050
2013-12-26,6970.0,7050.0,6970.0,7040.0,38780.0,-0.14184397163120568,32951500,27480500,133335900,77841900,42658400,0,212904200,16047200,271609800
2013-12-27,7050.0,7100.0,6970.0,6980.0,26690.0,-0.8522727272727272,1545100,0,126185200,59440000,26344380,44346600,101587520,14891800,187170300
2013-12-30,6910.0,7010.0,6840.0,6960.0,55747.0,-0.28653295128939826,92347400,0,212759920,80586900,3575020,51818600,310462200,19838400,385694220
2014-01-02,7090.0,7090.0,6840.0,6960.0,31250.0,0.0,2582600,0,137697600,77201800,56503300,44094700,96675000,20209000,217482000
2014-01-03,6810.0,7130.0,6810.0,7130.0,66590.0,2.442528735632184,73395100,0,217985400,173659100,10363070,86863600,355587630,12225300,465039600
2014-01-06,7190.0,7230.0,7130.0,7200.0,54525.0,0.9817671809256662,55277000,59294800,168385950,109411400,1297800,0,361305050,29766300,392369150
2014-01-07,7250.0,7270.0,7200.0,7200.0,41671.0,0.0,3622800,0,72903000,225044700,7165900,0,210691800,83712800,301570500
2014-01-08,7260.0,7330.0,7200.0,7270.0,37209.0,0.9722222222222222,12499200,0,196112340,61847800,16499000,43788600,204139740,6032000,270459340
2014-01-09,7280.0,7280.0,7130.0,7190.0,42219.0,-1.1004126547455295,9876500,0,167551210,126739900,4464400,43923100,198434810,57345300,304167610
2014-01-10,7220.0,7240.0,7050.0,7080.0,19462.0,-1.52990264255911,8090600,12826900,91500060,27076700,11816440,1284800,122739920,3653100,139494260
2014-01-13,7150.0,7300.0,7150.0,7220.0,20230.0,1.977401129943503,7760000,0,90373400,48081200,5286600,0,134777500,6150500,146214600
2014-01-14,7230.0,7260.0,7170.0,7240.0,37478.0,0.2770083102493075,0,152232500,37577820,81124100,0,0,240346320,30588100,270934420
2014-01-15,7260.0,7330.0,7260.0,7320.0,28854.0,1.1049723756906076,91542000,3660000,87270390,28248400,963640,0,203842950,5914200,210720790
2014-01-16,7330.0,7460.0,7330.0,7410.0,60870.0,1.2295081967213115,90553700,0,270432800,90529400,11121200,3706700,424603100,12084900,451515900
2014-01-17,7410.0,7450.0,7380.0,7420.0,36903.0,0.1349527665317139,186665300,0,53651860,33310700,35745000,5559500,217711660,14611700,273627860
2014-01-20,7490.0,7560.0,7310.0,7310.0,19842.0,-1.482479784366577,12813200,0,125123220,9680100,7436400,0,126635320,13544800,147616520
2014-01-21,7260.0,7380.0,7250.0,7300.0,42210.0,-0.13679890560875513,28353500,0,114013500,166157800,12458700,32955900,252068700,11041500,308524800
2014-01-22,7370.0,7450.0,7260.0,7370.0,34840.0,0.9589041095890412,4556300,0,173057400,78907600,8219300,98612200,145430000,4259800,256521300
2014-01-23,7370.0,7390.0,7310.0,7380.0,23640.0,0.13568521031207598,70031700,0,63203600,40819200,48579800,13250000,94565000,17659700,174054500
2014-01-24,7350.0,7400.0,7300.0,7350.0,20236.0,-0.40650406504065045,76109300,0,66063300,6690300,12294300,0,68044400,68524200,148862900
2014-01-27,7110.0,7220.0,7040.0,7040.0,65387.0,-4.217687074829931,91827000,0,356748680,15934200,0,26288300,271865580,166356000,464509880
2014-01-28,6980.0,7140.0,6850.0,6910.0,78591.0,-1.8465909090909092,152215900,0,358528550,37476000,0,0,448211650,100008800,548220450
2014-01-29,6920.0,7350.0,6920.0,7120.0,34572.0,3.039073806078148,73576700,0,127922640,43998500,0,0,178009640,67488200,245497840
2014-02-03,7010.0,7160.0,7000.0,7140.0,23633.0,0.2808988764044944,43139600,0,92048920,32441400,0,0,163584920,4045000,167629920
2014-02-04,7130.0,7230.0,7000.0,7220.0,47893.0,1.1204481792717087,55564600,45094300,107424760,132757800,15744100,0,304431260,20666100,340841460
2014-02-05,7170.0,7350.0,7170.0,7310.0,22373.0,1.2465373961218837,56598500,0,72575630,33678900,49070700,0,103098530,10683800,162853030
