날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2021-05-27,39800,39800,27900,27900,1459435,,9207000,3931350,44039335050,170849600,2623873050,149224400,41290959700,159265850,44223323000
2021-05-28,26600,28500,25500,25850,491112,-7.347670250896058,1300400,2570000,13022454400,86054200,108108000,21018350,12498542950,484709700,13112379000
2021-05-31,25800,25850,23050,23150,352366,-10.444874274661508,1251350,0,8404893450,72606650,1407950,2120800,7178760350,1296462350,8478751450
2021-06-01,23050,23350,21700,22250,337189,-3.8876889848812093,177100,0,7265147400,227562700,22250,23721900,4393632250,3075510800,7492887200
2021-06-02,21900,22200,21500,21750,96806,-2.247191011235955,217500,1199000,2045162850,63145100,283400,1442100,2019202250,88796700,2109724450
2021-06-03,21850,22450,21550,21800,84910,0.22988505747126436,21950,0,1822919600,36144550,23962700,43700,1425131050,409948650,1859086100
2021-06-04,21700,22000,21450,21700,70349,-0.45871559633027525,0,974500,1498678850,28504400,500200,0,1338592550,189065000,1528157750
2021-06-07,21900,22300,21650,21700,115949,0.0,21700,653500,2416733250,121053650,238700,0,2012870550,525352850,2538462100
2021-06-08,21750,21750,21400,21550,59993,-0.6912442396313364,450650,430000,1281148850,8507050,237050,537500,1222341200,67420800,1290536550
2021-06-09,21450,21650,21100,21100,98936,-2.088167053364269,106300,4664000,2079076100,25639300,147700,214100,1563223950,545899950,2109485700
2021-06-10,21100,21200,20650,20650,74346,-2.132701421800948,624950,0,1464342200,81909650,10022150,270650,1439682200,96901800,1546876800
2021-06-11,20650,20900,20450,20750,41137,0.48426150121065376,6272900,12109500,791038750,38195400,0,0,842704550,4912000,847616550
2021-06-14,20900,21250,20750,20950,47996,0.9638554216867471,125700,0,992754450,13146500,0,0,740537350,265489300,1006026650
2021-06-15,21050,21600,20900,21400,75987,2.1479713603818613,107000,0,1577420700,47358150,0,0,1119894650,504991200,1624885850
2021-06-16,21350,21500,21150,21300,64338,-0.46728971962616817,319500,214000,1290593700,81872100,94326600,0,1067131750,211540950,1372999300
2021-06-17,21200,21250,20900,21000,36933,-1.4084507042253522,63000,735750,752477150,23144300,230450,5439000,659689350,111061400,776420200
2021-06-18,21150,21200,20950,21200,30774,0.9523809523809524,126600,419000,643197250,2883200,79695000,0,493407650,73523400,646626050
2021-06-21,21150,21200,20900,21000,28439,-0.9433962264150944,0,418000,582742750,13284150,1092000,0,539565200,55787700,596444900
2021-06-22,21000,21050,20900,21000,21487,0.0,0,418000,448414900,1491000,0,0,345940650,104383250,450323900
2021-06-23,21000,21250,20850,20950,42285,-0.2380952380952381,0,418000,880198950,7028150,0,230450,659946950,227467700,887645100
2021-06-24,21050,21050,20350,20400,79748,-2.6252983293556085,0,823000,1558517850,80531700,0,0,923287600,716584950,1639872550
2021-06-25,20350,20600,20300,20450,26102,0.24509803921568626,0,0,402524900,131604100,0,0,368560400,165568600,534129000
2021-06-28,20450,20600,20300,20400,26413,-0.24449877750611246,0,1020000,536523700,2453000,0,11240400,374213700,154542600,539996700
2021-06-29,20500,20500,20150,20150,36923,-1.2254901960784315,0,10100000,738440500,202750,0,4729900,598365500,145647850,748743250
2021-06-30,20200,20200,19200,19450,54352,-3.4739454094292808,0,1980000,1064117500,1199500,0,0,1064634700,2662300,1067297000
2021-07-01,19500,19500,19000,19200,24025,-1.2853470437017995,0,3870000,455733200,760000,0,0,460363200,0,460363200
2021-07-02,19200,19200,19050,19050,14232,-0.78125,0,0,271409900,268100,0,0,270211150,1466850,271678000
2021-07-05,18950,18950,18500,18550,35590,-2.6246719160104988,0,7560000,655352400,555000,0,370000,663097400,0,663467400
2021-07-06,18450,18450,18150,18400,29699,-0.8086253369272237,0,0,534641050,7990450,0,457500,507144900,35029100,542631500
2021-07-07,18400,18400,17850,17850,45508,-2.989130434782609,0,0,817253550,394200,303450,541500,676059700,140743100,817647750
2021-07-08,17800,17800,17200,17300,28755,-3.081232492997199,0,0,497265850,2874000,0,0,481345350,18794500,500139850
