날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2021-01-25,53314,53314,41049,43903,1321544,,1413080100,10597000,57245481500,45343100,4177745700,409276600,53233989000,893490400,58714501700
2021-01-26,44203,44653,40548,40549,418885,-7.639569049951028,2183521400,210652200,14734094200,328048200,380085900,52989100,14997995800,2025245200,17456316000
2021-01-27,41199,41850,38446,38897,189353,-4.074083207970604,206194300,1569100,7079111300,278089300,96668800,1108800,6574884500,892301900,7564964000
2021-01-28,37345,40148,36844,37996,177923,-2.316374013420058,542758900,6181200,6201952700,152022000,1111174300,0,4477615800,1314124700,6902914800
2021-01-29,38246,39547,35042,36194,159569,-4.742604484682598,901509700,0,4715575000,291265900,1018632700,0,3768110200,1121607700,5908350600
2021-02-01,35793,38096,35743,37996,109048,4.978725755650108,267311500,0,3593992700,186386200,112469300,0,3526278200,408942900,4047690400
2021-02-02,38196,39547,38146,38496,122670,1.3159279924202547,103558600,0,4125943100,533800100,320075700,0,3841559400,601666700,4763301800
2021-02-03,38997,39547,38296,39097,117200,1.5612011637572734,455448200,4803600,3730836200,364030600,593629600,0,3264180700,697308300,4555118600
2021-02-04,39748,40148,38546,38947,111897,-0.3836611504719032,1319878800,2722000,2772076500,301118300,110218200,0,4032469500,253107900,4395795600
2021-02-05,38396,38896,37845,38346,36666,-1.543122705214779,78370600,0,1280240200,42839200,2839300,0,1338882200,59728500,1401450000
2021-02-08,38746,38796,38045,38647,28933,0.7849580138736765,29246300,2705500,1031550300,52199800,77200,0,1031838000,83786700,1115701900
2021-02-09,38646,38947,37845,37846,25473,-2.072605894377313,15284700,9106000,933027200,15471700,2744500,0,777180700,192964400,972889600
2021-02-10,38045,38045,35793,37395,42878,-1.1916715108598002,22282300,0,1416892900,145933100,97141600,41586100,1250336500,196044100,1585108300
2021-02-15,37395,37395,36744,36895,28390,-1.3370771493515177,0,735700,1020824800,25582000,14733400,0,864908100,167501000,1047142500
2021-02-16,37244,37395,36744,36895,23462,0.0,0,5219900,801672900,60447300,55347000,0,716015500,95977600,867340100
2021-02-17,37194,37194,36444,36644,20148,-0.6803089849573113,0,7338300,691864300,38879200,7335000,0,596920900,133825900,738081800
2021-02-18,36293,37044,36243,36494,36494,-0.4093439580831787,0,4743000,1188285500,140024600,16081800,0,1115732400,201238900,1333053100
2021-02-19,36494,36594,35943,36594,24117,0.2740176467364498,26867700,873900,806977900,38920300,161814100,0,694834300,16991400,873639800
2021-02-22,36994,37144,36043,36394,21288,-0.5465376837732963,0,19932100,721151200,36654100,0,0,716525200,61212200,777737400
2021-02-23,36043,36343,35943,35993,18540,-1.1018299719734024,12623000,143800,648207100,8006100,35337600,0,596482200,37160200,668980000
2021-02-24,36343,36343,34792,34942,44149,-2.920012224599228,3539000,3537600,1482947000,71075500,181180000,16009300,1306696200,57213600,1561099100
2021-02-25,35843,38196,35042,37595,85626,7.592581993017,268624300,61678300,2725489000,101111400,79381200,62414000,2673368100,341739700,3156903000
2021-02-26,35693,36093,34691,35443,119486,-5.724165447532917,0,8139800,3872515300,332676900,735767600,60334800,3105126000,312103600,4213332000
2021-03-02,36494,36544,34391,34692,102160,-2.118895127387636,0,12784800,3429352400,154757700,79952900,0,2201009000,1315933000,3596894900
2021-03-03,34892,35542,34141,34692,56514,0.0,0,5226100,1860563500,85274800,17777900,13900000,727503900,1191882600,1951064400
2021-03-04,34591,35492,34341,34442,52091,-0.7206272339444252,0,206100,1749812200,48996400,0,11730000,577853400,1209431300,1799014700
2021-03-05,34191,34541,33840,34141,28412,-0.873932988792753,0,7150100,902114400,60702100,283862000,0,515988800,170115800,969966600
2021-03-08,34541,34792,33940,34191,29113,0.1464514806244691,0,4110000,981529100,16803900,0,0,805637200,196805800,1002443000
2021-03-09,34391,34942,33940,34742,24514,1.6115351993214586,69218900,687000,739180100,35747000,6183200,0,761702400,76947400,844833000
2021-03-10,35292,35292,34291,34692,16644,-0.1439180242933625,9076900,0,536159000,32989800,0,0,498256100,79969600,578225700
2021-03-11,34541,35042,34541,34892,19654,0.5765017871555401,0,0,677693400,6870000,47620300,0,539122000,97821100,684563400
2021-03-12,35142,35492,34842,35443,25641,1.579158546371661,0,15324200,852544200,33779300,105535600,5859500,682165600,108087000,901647700
2021-03-15,35643,37144,35643,36945,71969,4.237790254775272,0,14740000,2457312500,169087500,169910100,7483800,2244692400,219053700,2641140000
2021-03-16,37094,37745,36844,36945,41945,0.0,49593800,0,1425156700,83759800,234605600,4310500,1029021400,290572800,1558510300
2021-03-17,36944,37194,36293,36995,19460,0.13533631073216945,0,0,713433400,146300,196436500,6825600,361030700,149286900,713579700
2021-03-18,37044,37445,36594,36794,20761,-0.5433166644141101,738700,0,728691900,37003500,0,0,654874200,111559900,766434100
2021-03-19,35993,38146,35893,36895,17788,0.2745012773821819,0,2930000,597778900,54582600,13325300,0,582575900,59390300,655291500
