날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2015-09-15,114500,116000,106000,113000,41492,,1125682500,0,3540186500,0,283341000,0,4382528000,0,4665869000
2015-09-16,114500,116500,111000,111500,27335,-1.3274336283185841,278590000,3457500,2801803500,6255000,1070482500,0,2019623500,0,3090106000
2015-09-17,114000,114000,108000,109000,18132,-2.242152466367713,365349500,0,1628612000,1110000,162810500,0,1832261000,0,1995071500
2015-09-18,110500,111000,108000,109500,9065,0.45871559633027525,32804000,0,878380000,77632500,19081500,0,846676500,123058500,988816500
2015-09-21,107500,109500,107000,107500,8652,-1.82648401826484,248517000,0,685892000,1184500,18928000,0,912305500,4360000,935593500
2015-09-22,107000,108500,104500,106000,11848,-1.3953488372093024,576225000,0,674818000,4260000,406614500,0,848688500,0,1255303000
2015-09-23,104000,104500,99900,100000,21503,-5.660377358490567,1044660000,0,1142937000,3085000,672383500,0,1518298500,0,2190682000
2015-09-24,100000,103000,99700,100000,6881,0.0,243098800,0,445554200,0,5498400,0,683154600,0,688653000
2015-09-25,99600,100500,97000,99800,8752,-0.2,96613900,19843200,746213700,0,8142100,0,854528700,0,862670800
2015-09-30,97000,99400,97000,98900,3531,-0.9018036072144289,157000200,6321000,182318800,1174600,4625300,0,339024500,3164800,346814600
2015-10-01,99000,103000,97600,101000,5273,2.1233569261880687,55216400,0,480502200,0,50242500,0,485476100,0,535718600
2015-10-02,100500,102000,100000,101000,3046,0.0,82544000,0,224874500,0,0,0,307418500,0,307418500
2015-10-05,101000,102500,100000,102000,3357,0.9900990099009901,54849500,0,285331000,0,303500,0,339877000,0,340180500
2015-10-06,101500,103000,100500,100500,4618,-1.4705882352941175,74355000,0,392693500,0,37994500,0,429054000,0,467048500
2015-10-07,100500,104000,100000,104000,7928,3.482587064676617,74215000,0,737167500,0,16389500,0,791896500,3096500,811382500
2015-10-08,105000,105000,101000,102000,5164,-1.9230769230769231,145090000,0,382497500,0,42407500,0,485180000,0,527587500
2015-10-12,101500,103500,99700,99900,8820,-2.0588235294117645,141374000,0,744094400,0,270451900,0,615016500,0,885468400
2015-10-13,100500,100500,98700,99500,6744,-0.40040040040040037,197359000,0,471613600,3000000,10273700,0,661698900,0,671972600
2015-10-14,99000,100500,99000,99100,4176,-0.4020100502512563,99346400,3479000,309906300,1984000,30019800,0,384695900,0,414715700
2015-10-15,98000,100000,98000,99500,4610,0.4036326942482341,115417900,7651800,333719300,0,34666700,0,422122300,0,456789000
2015-10-16,100000,100000,99200,99600,3032,0.10050251256281408,56956200,0,244593600,0,52238600,0,249311200,0,301549800
2015-10-19,100500,100500,98800,98900,3565,-0.7028112449799196,82195900,0,271814800,0,64118700,0,289892000,0,354010700
2015-10-20,98500,99000,98400,98800,4475,-0.10111223458038424,88243100,19700000,333511400,0,12860400,0,428594100,0,441454500
2015-10-21,98500,100500,98500,100000,8020,1.214574898785425,122557900,4065700,672333600,0,25077800,0,771869400,2010000,798957200
2015-10-22,102500,106500,99900,100500,13711,0.5,214049500,0,1191995900,3030000,27869900,20900000,1358235500,2070000,1409075400
2015-10-23,100500,106500,100500,102000,5897,1.4925373134328357,74970000,24840000,500520000,10300000,2660000,0,607970000,0,610630000
2015-10-26,101500,102500,100000,101000,3052,-0.9803921568627451,0,0,298157500,10200000,5377500,20300000,282175000,505000,308357500
2015-10-27,101000,102000,100000,101000,2015,0.0,9019000,0,193919500,0,11318000,0,191115000,505500,202938500
2015-10-28,101500,102000,100000,101000,5045,0.0,0,49104500,459807000,2727000,63661000,0,447977500,0,511638500
2015-10-29,100000,106000,100000,104500,20851,3.4653465346534658,525517000,208720500,1448724000,2848500,215382500,0,1967307500,3120000,2185810000
2015-10-30,105500,112000,105500,108000,27715,3.349282296650718,582704500,185394000,2211781000,57389000,115235500,86400000,2830158000,5475000,3037268500
2015-11-02,108000,113500,108000,112500,14472,4.166666666666666,781042000,44600000,786812500,5575000,44112000,5650000,1566007500,2260000,1618029500
2015-11-03,113500,115000,110000,114500,17821,1.7777777777777777,672175500,7910000,1340961500,8219000,295852500,78780000,1594683500,59950000,2029266000
