날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2019-10-18,1568,2038,1568,2038,25392,,0,0,54767290,0,30282530,25260,24459500,0,54767290
2019-10-21,2648,2648,2648,2648,22484,29.931305201177626,0,547000,62970640,0,43519320,0,19998320,0,63517640
2019-10-22,3440,3440,3440,3441,8888,29.94712990936556,0,0,32634900,0,42660,0,26235900,6356340,32634900
2019-10-23,4473,4473,4473,4473,7880,29.991281604184827,0,0,37606800,0,9507960,0,26712840,1386000,37606800
2019-10-24,5760,5809,5664,5809,1221236,29.868097473731275,89578100,38826800,7415433300,11869400,3998370150,23856000,3444116200,89365250,7555707600
2019-10-25,6510,6607,4424,4589,5437328,-21.001893613358583,26725850,43227200,31472695180,52062960,1604560960,360096200,29555850980,74203050,31594711190
2019-10-28,4647,4647,3751,3897,2160722,-15.079538025713662,39869750,28028670,8987445390,33052090,173507540,34077240,8859899640,20911480,9088395900
2019-10-29,3756,4012,3673,3795,1093060,-2.617397998460354,9835080,9541230,4456562500,1718900,10507360,14595430,4424226140,28328780,4477657710
2019-10-30,4123,4529,3455,4085,4624664,7.64163372859025,31526570,171062740,20204138770,23552120,315570050,11689890,20036465020,66555240,20430280200
2019-10-31,3926,4284,3698,3989,989234,-2.350061199510404,23240440,123190,4213017000,5519200,8240,16958220,4170094500,54838870,4241899830
2019-11-01,4060,4230,3775,3848,928112,-3.53472048132364,4068000,2127370,3903004100,9573100,4052950,155844760,3718532380,40342480,3918772570
2019-11-04,3862,3900,3678,3756,312512,-2.390852390852391,0,8695720,1237464260,1995570,77600,8802580,1217411570,21863800,1248155550
2019-11-05,3756,3756,3437,3529,306574,-6.043663471778488,38349730,22705720,1095992850,0,212460,1719570,1153594910,1521360,1157048300
2019-11-06,3508,3808,3465,3630,370706,2.8620005667327857,21528000,0,1412451320,0,76513370,31165000,1325199950,1101000,1433979320
2019-11-07,3625,3625,3490,3587,126694,-1.184573002754821,0,0,478799030,0,487560,0,470961270,7350200,478799030
2019-11-08,3586,3716,3562,3630,163754,1.19877334820184,5296000,0,629158940,0,494960,0,633959980,0,634454940
2019-11-11,3653,4089,3653,3843,625460,5.867768595041322,0,46510000,2526192470,10499020,67507690,0,2483922900,31770900,2583201490
2019-11-12,3809,3824,3654,3684,217112,-4.137392661982826,16566490,16807990,745263520,83672150,1998610,1362190,819364280,39585070,862310150
2019-11-13,3684,3751,3630,3713,117142,0.7871878393051032,0,0,371634440,87479100,1962910,0,431538040,25612590,459113540
2019-11-14,3702,3939,3702,3766,276342,1.4274171828709938,37908590,0,995674730,91851140,2005590,0,1084457220,38971650,1125434460
2019-11-15,3853,4047,3790,3863,506394,2.5756771109930963,10327910,8230,2023222170,81466250,31920,8120,2043227170,71757350,2115024560
2019-11-18,3896,3963,3823,3853,105088,-0.2588661661920787,0,0,420368150,14434000,23880,0,429034890,5743380,434802150
2019-11-19,3848,3916,3722,3805,178622,-1.2457825071372957,40571510,0,654290110,30027020,103720,15970000,675231860,33583060,724888640
2019-11-20,3803,3861,3658,3722,83632,-2.181340341655716,0,1192780,331140420,1693480,53830,0,257106170,76866680,334026680
2019-11-21,3678,3745,3557,3688,67770,-0.9134873723804406,0,11452510,195328880,56035570,45720,7600000,243661340,11509900,262816960
2019-11-22,3669,3669,3533,3587,38804,-2.7386117136659434,0,6081170,136086290,6350370,37050,0,142140600,6340180,148517830
2019-11-25,3673,3673,3485,3514,57556,-2.0351268469473096,0,75900,207643280,8908190,21780,0,216605590,0,216627370
2019-11-26,3480,3519,3456,3500,46614,-0.398406374501992,0,21500000,149098290,2437410,43380,0,172992320,0,173035700
2019-11-27,3499,3523,3412,3485,80186,-0.4285714285714286,7192580,0,267134600,21749490,36000,21820050,274162540,58080,296076670
2019-11-28,3441,3485,3412,3437,29394,-1.3773314203730271,0,0,103352830,4404890,21300,0,98272520,9463900,107757720
2019-11-29,3432,3461,3325,3345,37468,-2.6767529822519642,0,0,134730810,0,20730,0,131682880,3027200,134730810
2019-12-02,3311,3374,3301,3345,19384,0.0,0,0,68768470,0,27600,0,66326810,2414060,68768470
2019-12-03,3315,4166,3315,3872,4360300,15.754857997010463,2081880,0,18295521040,219904890,534151470,28320400,17627443390,327592550,18517507810
2019-12-04,3721,3770,3330,3340,989928,-13.739669421487601,55623620,14480,3501445250,123165220,1462900,14080,3523191780,155579810,3680248570
2019-12-05,3324,3348,3179,3228,234126,-3.3532934131736525,63682920,0,709081070,36562690,6670,0,771459530,37860480,809326680
2019-12-06,3174,3493,3165,3233,379826,0.15489467162329618,3295000,0,1302813180,54215920,10627660,0,1321417960,28278480,1360324100
2019-12-09,3286,3300,3209,3209,46092,-0.7423445716053201,0,0,156164880,3263460,0,0,159428340,0,159428340
2019-12-10,3209,3862,3209,3335,2132424,3.9264568401371145,1344000,523480,7975453480,197543400,82848180,528480,7778742850,312744850,8174864360
2019-12-11,3379,3524,3301,3374,559638,1.1694152923538232,0,0,1908562130,122269870,1404000,0,1963988300,65439700,2030832000
2019-12-12,3378,3411,3305,3335,137054,-1.155898043864849,0,0,459841460,30891500,0,0,477721330,13011630,490732960
2019-12-13,3339,3493,3300,3441,430540,3.1784107946026987,0,1415040,1539367340,29417310,3457590,1427490,1471622610,93692000,1570199690
2019-12-16,3542,4089,3431,3751,4088746,9.00900900900901,0,19042380,16406081540,176466210,25091130,24590000,16172128180,379780820,16601590130
