날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2013-10-24,42600,44500,33750,33750,9432,-14.880201765447667,0.0,0.0,371475300.0,0.0,0.0,0.0,371475300.0,0.0,371475300.0
2013-10-25,30100,38550,30000,38300,16143,13.481481481481481,0.0,0.0,566179350.0,349000.0,0.0,0.0,566148350.0,380000.0,566528350.0
2013-10-28,40950,44000,37650,44000,25371,14.882506527415144,0.0,0.0,1073009300.0,1613500.0,0.0,0.0,1072966800.0,1656000.0,1074622800.0
2013-10-29,48500,50600,45350,50600,19630,15.0,0.0,0.0,967279400.0,487000.0,0.0,0.0,967262400.0,504000.0,967766400.0
2013-10-30,0,0,0,50600,0,0.0,,,,,,,,,
2013-10-31,57900,58100,43100,43100,10440,-14.82213438735178,0.0,0.0,518136800.0,474100.0,289500.0,0.0,518321400.0,0.0,518610900.0
2013-11-01,39250,39250,36650,36650,9017,-14.965197215777263,0.0,0.0,339079150.0,0.0,0.0,0.0,339079150.0,0.0,339079150.0
2013-11-04,37000,41000,33000,41000,10622,11.869031377899045,0.0,0.0,394894500.0,0.0,0.0,0.0,394562500.0,332000.0,394894500.0
2013-11-05,38500,47000,38500,44000,9514,7.317073170731707,0.0,0.0,416594000.0,0.0,0.0,0.0,416594000.0,0.0,416594000.0
2013-11-06,43100,46500,37400,39000,14073,-11.363636363636363,0.0,0.0,576777500.0,0.0,422500.0,0.0,576355000.0,0.0,576777500.0
2013-11-07,38100,38150,33150,33150,10271,-15.0,0.0,0.0,357867500.0,0.0,0.0,0.0,357867500.0,0.0,357867500.0
2013-11-08,33000,36000,31300,33350,5294,0.603318250377074,0.0,0.0,180577550.0,0.0,0.0,0.0,180577550.0,0.0,180577550.0
2013-11-11,33000,33000,28350,28450,6571,-14.69265367316342,0.0,0.0,192687450.0,0.0,0.0,0.0,192687450.0,0.0,192687450.0
2013-11-12,27600,29400,25150,26900,6567,-5.448154657293498,0.0,0.0,176366050.0,0.0,0.0,0.0,176366050.0,0.0,176366050.0
2013-11-13,25500,25950,24050,25350,5170,-5.762081784386617,0.0,0.0,129443700.0,0.0,0.0,0.0,129443700.0,0.0,129443700.0
2013-11-14,24050,29150,24050,27200,13637,7.297830374753452,0.0,0.0,383663900.0,0.0,0.0,0.0,383663900.0,0.0,383663900.0
2013-11-15,25750,27000,24200,24450,6984,-10.11029411764706,0.0,0.0,175670700.0,0.0,0.0,0.0,175670700.0,0.0,175670700.0
2013-11-18,25500,28100,23400,28100,6937,14.92842535787321,0.0,0.0,182119750.0,839000.0,0.0,0.0,182958750.0,0.0,182958750.0
2013-11-19,26500,30500,23900,23900,7288,-14.94661921708185,0.0,0.0,191873800.0,0.0,0.0,0.0,191873800.0,0.0,191873800.0
2013-11-20,24050,27450,24050,27450,6394,14.853556485355648,0.0,0.0,171961650.0,0.0,0.0,0.0,171961650.0,0.0,171961650.0
2013-11-21,27450,29900,24400,24500,12011,-10.746812386156648,0.0,0.0,320954100.0,0.0,0.0,0.0,320205100.0,749000.0,320954100.0
2013-11-22,25250,26500,23900,24750,9128,1.0204081632653061,0.0,0.0,230344750.0,0.0,0.0,0.0,230344750.0,0.0,230344750.0
2013-11-25,24850,28450,24850,28450,18617,14.949494949494948,0.0,0.0,524375550.0,0.0,0.0,0.0,524375550.0,0.0,524375550.0
2013-11-26,29100,29750,25100,26200,13106,-7.9086115992970125,0.0,0.0,361831450.0,0.0,0.0,0.0,361831450.0,0.0,361831450.0
