날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2019-10-18,3453,4488,3453,4489,2385,,0.0,0.0,10732560.0,0.0,0.0,0.0,10732560.0,0.0,10732560.0
2019-10-21,5833,5833,5833,5833,1858,29.939852973936286,0.0,0.0,11203740.0,0.0,355770.0,0.0,10847970.0,0.0,11203740.0
2019-10-22,7574,7574,7574,7575,6563,29.86456368935368,0.0,0.0,51388290.0,0.0,0.0,0.0,51388290.0,0.0,51388290.0
2019-10-23,9819,9819,9490,9819,89947,29.62376237623762,0.0,0.0,912560440.0,0.0,30450000.0,0.0,882110440.0,0.0,912560440.0
2019-10-24,11221,12721,11125,12721,205643,29.554944495366126,0.0,0.0,2543295750.0,8946650.0,59781900.0,0.0,2483748650.0,8711850.0,2552242400.0
2019-10-25,14752,16494,14752,16494,38942,29.659617954563323,0.0,0.0,628859600.0,3479500.0,7625000.0,0.0,622975000.0,1739100.0,632339100.0
2019-10-28,0,0,0,16494,0,0.0,,,,,,,,,
2019-10-29,21427,21427,13156,13834,974821,-16.127076512671273,0.0,0.0,16122086950.0,19011650.0,20183050.0,0.0,16103767350.0,17148200.0,16141098600.0
2019-10-30,14075,17219,12430,15236,1116585,10.134451351742085,0.0,0.0,17361835350.0,32607550.0,0.0,0.0,17369793700.0,24649200.0,17394442900.0
2019-10-31,14801,17896,13350,13979,620535,-8.250196902074034,0.0,0.0,9928864000.0,15645400.0,0.0,0.0,9928611200.0,15898200.0,9944509400.0
2019-11-01,14510,15236,13350,13592,169834,-2.7684383718434793,0.0,0.0,2494414150.0,2309700.0,0.0,0.0,2491917350.0,4806500.0,2496723850.0
2019-11-04,13543,13543,11898,12092,103828,-11.03590347263096,0.0,0.0,1352098250.0,2029350.0,0.0,0.0,1352090100.0,2037500.0,1354127600.0
2019-11-05,11898,11947,10157,10303,122333,-14.79490572279193,0.0,0.0,1339020050.0,0.0,0.0,0.0,1339020050.0,0.0,1339020050.0
2019-11-06,10157,11657,10012,10593,130653,2.8147141609240025,0.0,0.0,1460519050.0,1941450.0,0.0,0.0,1452441900.0,10018600.0,1462460500.0
2019-11-07,10689,10786,9722,9819,47008,-7.306711979609176,0.0,0.0,484956050.0,0.0,0.0,0.0,484956050.0,0.0,484956050.0
2019-11-08,9867,11318,9673,10061,220864,2.46460943069559,0.0,0.0,2357221300.0,1619300.0,0.0,0.0,2358808650.0,31950.0,2358840600.0
2019-11-11,10012,10447,9722,10061,84930,0.0,0.0,0.0,882567900.0,1881000.0,0.0,0.0,883926400.0,522500.0,884448900.0
