날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2015-08-17,238000,238000,174000,176500,12693,,31819500,75042000,2298197000,0,255298000,4249500,2143846000,1665000,2405058500
2015-08-18,181000,185000,158000,167000,16217,-5.382436260623229,697500500,3300000,1984461000,0,780767500,0,1904494000,0,2685261500
2015-08-19,166500,172000,160000,170000,8617,1.7964071856287425,654362500,0,781729000,0,77832500,0,1358259000,0,1436091500
2015-08-20,170000,174000,162500,169000,4262,-0.5882352941176471,495295000,0,229271500,0,92008500,8794000,623764000,0,724566500
2015-08-21,160000,174000,159000,163000,5577,-3.5502958579881656,557456000,34887500,338513000,1113000,278978500,0,651808500,1182500,931969500
2015-08-24,158500,163000,145000,159500,6794,-2.147239263803681,626510000,15746000,418820000,0,9977000,19817000,1021455000,9827000,1061076000
2015-08-25,155500,169500,155000,163000,1802,2.19435736677116,187734000,0,105119000,0,6657500,3097000,277189500,5909000,292853000
2015-08-26,163000,166500,162000,163500,1244,0.3067484662576687,164600500,0,39743500,0,2302500,0,202041500,0,204344000
2015-08-27,162500,163500,158500,163000,2329,-0.3058103975535168,109743500,0,265988000,0,67010000,0,308721500,0,375731500
2015-08-28,164500,168000,160500,164000,6174,0.6134969325153374,619656500,3951000,392905000,0,356516000,994500,626102000,32900000,1016512500
2015-08-31,173000,179500,165000,166000,5695,1.2195121951219512,0,0,962637000,1214500,112896500,0,841440000,9515000,963851500
2015-09-01,166000,167000,161000,164000,3428,-1.2048192771084338,140341500,0,421069500,0,5200000,0,556211000,0,561411000
2015-09-02,160500,165000,159500,162000,2228,-1.2195121951219512,130563000,0,231653500,0,32635000,8100000,231675500,89806000,362216500
2015-09-03,164000,164000,158500,162000,2199,0.0,32129000,15427500,305260500,0,156239500,56758500,139819000,0,352817000
2015-09-04,162000,164000,155000,155000,4269,-4.320987654320987,130304000,3213000,538768500,0,212622000,0,459663500,0,672285500
2015-09-07,155000,156000,151000,155000,1082,0.0,80166500,1550000,83631500,0,64320500,7416000,93611500,0,165348000
2015-09-08,155500,161500,148500,159000,7046,2.5806451612903225,430507500,0,640010500,0,592116000,30012500,448389500,0,1070518000
2015-09-09,157500,165500,154500,165500,2174,4.088050314465408,192647500,11007500,141049000,0,138956000,0,205118000,630000,344704000
2015-09-10,161000,165000,161000,163000,997,-1.5105740181268883,82038000,0,80926000,0,61147000,0,101817000,0,162964000
2015-09-11,159500,164500,158000,164500,1541,0.9202453987730062,130482000,7513500,110037000,0,122544500,0,125488000,0,248032500
