날짜,시가,고가,저가,종가,거래량,등락률,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체
2017-10-30,68000,88400,68000,88400,268264,,0,669368100,22063001400,130291700,5456653200,629117200,16679684700,97206100,22862661200
2017-10-31,94000,114500,90100,114500,460821,29.524886877828056,0,62794000,48457815800,615881600,26989000,118314300,48304987000,686201100,49136491400
2017-11-01,129500,132000,108500,108500,397464,-5.240174672489083,0,538532500,45608626000,465120000,40851000,233538000,42524422500,3813467000,46612278500
2017-11-02,111500,111500,91000,93000,230881,-14.285714285714285,0,111374100,22245990000,186953900,299600,61372900,22219941700,262703800,22544318000
2017-11-03,93000,104500,91600,92900,229421,-0.10752688172043011,0,16665300,21776509200,231299300,0,57209800,21497568700,469695300,22024473800
2017-11-06,93100,93500,85600,86800,86255,-6.566200215285253,0,5178800,7462681500,137238600,17668600,0,6968627700,618802600,7605098900
2017-11-07,85100,89100,82800,83100,66404,-4.262672811059908,0,104204100,5372934600,164883300,0,112631000,5331630400,197760600,5642022000
2017-11-08,84500,88500,83200,83500,72194,0.48134777376654636,0,12433800,6091456500,61584700,0,4839300,6096950900,63684800,6165475000
2017-11-09,84800,87900,83500,87300,37012,4.550898203592815,0,0,3124102400,40329000,0,0,3153770400,10661000,3164431400
2017-11-10,87500,87500,84600,85100,20985,-2.520045819014891,0,0,1775336600,18354600,0,8492300,1741855000,43343900,1793691200
2017-11-13,86200,86300,82000,82400,25626,-3.172737955346651,23994000,0,2062702400,38157400,0,0,2082085700,42768100,2124853800
2017-11-14,81400,81900,78500,79000,30285,-4.12621359223301,18572100,0,2381559400,10157100,0,0,2401013000,9275600,2410288600
2017-11-15,79400,81300,76800,78300,34311,-0.8860759493670887,16543000,0,2686044100,10788800,29375000,0,2674564500,9436400,2713375900
2017-11-16,78500,78500,76600,77300,18364,-1.277139208173691,14477600,0,1390241100,12070400,0,0,1397251100,19538000,1416789100
2017-11-17,76700,82000,76100,80200,24598,3.751617076326003,0,1541000,1881922200,41664900,0,0,1908452700,16675400,1925128100
2017-11-20,80700,81800,79300,79300,18462,-1.1221945137157108,25734200,8560000,1404476500,41248300,0,0,1434842000,45177000,1480019000
2017-11-21,79300,79300,77000,77000,14413,-2.900378310214376,29697900,0,1064675300,24009400,0,0,1099778400,18604200,1118382600
2017-11-22,79800,100000,79200,89000,416272,15.584415584415584,0,322821700,38965611600,282459400,10902700,310781000,38865119800,384089200,39570892700
2017-11-23,91100,93000,82200,82900,91004,-6.853932584269663,27991000,17347300,7486773300,146101300,0,13658400,7459188300,205366200,7678212900
2017-11-24,83200,84800,80400,80400,39645,-3.0156815440289506,0,0,3220139900,33259600,0,5754000,3217452300,30193200,3253399500
2017-11-27,79900,80100,78100,78300,22402,-2.6119402985074625,32086800,0,1677176800,55350100,0,0,1745769400,18844300,1764613700
2017-11-28,78400,93800,78400,81500,202953,4.086845466155811,17972500,54127800,17629725600,208355800,0,54348100,17656601400,199232200,17910181700
2017-11-29,80200,84300,79400,82500,27960,1.2269938650306749,16633200,0,2241607400,30355500,0,0,2203663900,84932200,2288596100
2017-11-30,82800,83200,81100,81700,14816,-0.9696969696969697,0,0,1195042300,16051800,0,0,1196635400,14458700,1211094100
2017-12-01,78600,79000,75200,75700,285611,-7.343941248470013,7089780800,0,8652976500,5866487900,3575525800,12855966400,2589504100,2588248900,21609245200
2017-12-04,77100,77700,75200,75500,29989,-0.26420079260237783,0,0,2278122900,758000,205205400,0,1489419800,584255700,2278880900
2017-12-05,75600,75700,74000,74200,31328,-1.7218543046357615,0,0,2326962300,6949400,541071900,0,1311134400,481705400,2333911700
2017-12-06,73300,74000,71000,71000,34410,-4.31266846361186,0,0,2434197500,56279300,232421900,0,2128374500,129680400,2490476800
2017-12-07,70100,71500,68200,68800,27022,-3.0985915492957745,0,0,1821621200,42401300,274552500,0,1552002600,37467400,1864022500
2017-12-08,68300,71400,68200,68400,21509,-0.5813953488372093,0,0,1455871000,33665800,137964200,0,1202012100,149560500,1489536800
2017-12-11,71200,71200,67900,68000,17697,-0.5847953216374269,0,0,1206282200,11088300,318019900,0,642878600,256472000,1217370500
2017-12-12,68700,68700,66000,66200,20981,-2.6470588235294117,0,0,1404983200,0,175407900,1425900,1001223400,226926000,1404983200
2017-12-13,66000,68500,65900,66500,37142,0.4531722054380665,0,0,2402099200,81271500,814025800,0,1192576700,476768200,2483370700
2017-12-14,66700,67800,64900,66100,31690,-0.6015037593984963,0,0,2083828800,21558200,0,0,1292680900,812706100,2105387000
2017-12-15,65200,65400,63700,64000,18925,-3.177004538577912,0,0,1188810100,26006200,0,0,1208287300,6529000,1214816300
2017-12-18,64000,64200,61400,62300,15099,-2.65625,0,0,934084000,8277100,0,0,905786500,36574600,942361100
2017-12-19,62000,62300,59400,59600,24827,-4.333868378812198,0,0,1348070400,148691900,168834800,0,1312252300,15675200,1496762300
2017-12-20,58900,59400,57300,57800,19889,-3.0201342281879198,0,0,1102495500,48125800,142897600,0,1001923700,5800000,1150621300
2017-12-21,57500,61000,57200,58200,11204,0.6920415224913495,0,0,639018700,22954400,0,0,646675900,15297200,661973100
2017-12-22,58200,67800,57600,61400,57818,5.498281786941581,0,1399200,3621946500,23233100,93786800,1488000,3349517900,201786100,3646578800
2017-12-26,73300,78700,65300,74000,245797,20.521172638436482,0,5205000,17462733400,432406300,0,0,17352082200,548262500,17900344700
2017-12-27,71500,73800,67900,68800,62232,-7.027027027027027,0,136800,4255524100,82500200,0,0,4100930000,237231100,4338161100
2017-12-28,69300,69300,65500,67100,31403,-2.4709302325581395,0,0,2035360300,55066400,0,0,2012748600,77678100,2090426700
2018-01-02,66800,67800,65000,66900,20026,-0.29806259314456035,0,0,1316072500,3220800,130550200,0,1181318100,7425000,1319293300
2018-01-03,74200,77500,72900,74300,107834,11.061285500747383,2711809200,149800,5297816200,12486000,133151800,148600,7864136700,24824100,8022261200
2018-01-04,75200,75500,73000,73900,33023,-0.5383580080753702,0,49231000,2349644700,56667000,140024300,0,2287971800,27546600,2455542700
2018-01-05,73900,74000,71800,73000,14215,-1.2178619756427604,0,92401200,928608800,11893200,0,0,1005115500,27787700,1032903200
2018-01-08,73000,73400,71300,71900,10979,-1.5068493150684932,0,23152900,748136100,20239900,0,143800,770674000,20711100,791528900
2018-01-09,72700,73600,70700,70700,9742,-1.6689847009735743,0,0,690339400,10884400,79023300,0,572315100,49885400,701223800
2018-01-10,72000,72000,69300,71200,5532,0.7072135785007072,0,0,388422100,2613200,0,0,381695600,9339700,391035300
2018-01-11,71100,72500,70300,70300,5249,-1.2640449438202246,0,0,360054600,11794000,0,0,352015700,19832900,371848600
2018-01-12,70600,71700,69000,69800,7353,-0.7112375533428165,0,13840000,493187500,5183100,0,0,507963400,4247200,512210600
2018-01-15,70000,71300,68600,69600,11219,-0.28653295128939826,0,0,752221100,30181500,0,0,745215700,37186900,782402600
2018-01-16,70300,71000,69000,70200,4344,0.8620689655172413,0,3480000,292993100,7816800,0,0,300891900,3398000,304289900
2018-01-17,70200,70800,69200,70000,6874,-0.2849002849002849,0,0,467930900,14354200,0,0,482285100,0,482285100
2018-01-18,71000,71000,69300,69800,6475,-0.2857142857142857,0,0,449638900,2915600,0,0,437868500,14686000,452554500
2018-01-19,70400,71000,69100,69400,7288,-0.5730659025787965,0,0,506341700,1398000,0,0,507739700,0,507739700
2018-01-22,70000,70000,68700,69100,6488,-0.43227665706051877,0,0,446396200,2003900,0,0,444943000,3457100,448400100
2018-01-23,68500,69800,68500,68900,5741,-0.2894356005788712,0,0,368370200,28439200,0,0,391168100,5641300,396809400
2018-01-24,69000,70500,68700,69900,6681,1.4513788098693758,0,0,443146800,20522100,117721800,0,315611900,30335200,463668900
2018-01-25,70900,71400,70000,70100,5074,0.28612303290414876,0,0,356531500,844200,0,0,347444800,9930900,357375700
2018-01-26,70700,71700,70200,71300,6614,1.7118402282453637,0,0,467269400,2927400,0,0,462884500,7312300,470196800
2018-01-29,70600,72500,70600,71700,10648,0.5610098176718092,0,0,728093400,38807000,0,0,762360000,4540400,766900400
2018-01-30,71700,72700,70800,70800,5742,-1.2552301255230125,0,14260000,395927300,0,0,21420000,354099500,34667800,410187300
2018-01-31,70300,70400,69500,70300,5672,-0.7062146892655368,0,0,394006000,2303400,0,0,396309400,0,396309400
